87.251.64.11 - - [21/Oct/2023:00:11:47 +0000] "\x12\x01\x00^\x00\x00\x01\x00\x00\x00$\x00\x06\x01\x00*\x00\x01\x02\x00+\x00\x01\x03\x00,\x00\x04\x04\x000\x00\x01\x05\x001\x00$\x06\x00U\x00\x01\xFF\x04\x07\x0C\xBC\x00\x00\x00\x00\x00\x00\x15\xD0\x00 \x00\x00\x00\x00\x00\x00\x00\xC0\x0C\xA8\x99\xE2\x02\x00\x00" 400 166 "-" "-"
194.180.48.251 - - [21/Oct/2023:03:19:55 +0000] "GET /cgi-bin/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
162.216.150.10 - - [21/Oct/2023:03:20:34 +0000] "GET / HTTP/1.1" 200 15 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
121.122.103.252 - - [21/Oct/2023:03:27:04 +0000] "GET /report/ca0edeed-2c1d-47b6-af30-83877b4e26a8 HTTP/1.1" 200 2616 "https://ghostagent.me/report/ca0edeed-2c1d-47b6-af30-83877b4e26a8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
94.102.61.80 - - [21/Oct/2023:03:28:43 +0000] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36"
207.167.66.222 - - [21/Oct/2023:03:36:20 +0000] "GET / HTTP/1.1" 200 612 "-" "-"
207.167.66.222 - - [21/Oct/2023:03:36:21 +0000] "POST /web_shell_cmd.gch HTTP/1.1" 404 134 "-" "Mozila/5.0"
207.167.66.222 - - [21/Oct/2023:03:36:21 +0000] "" 400 0 "-" "-"
143.110.222.166 - - [21/Oct/2023:03:43:09 +0000] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
212.253.79.136 - - [21/Oct/2023:03:53:07 +0000] "GET /phpMyAdmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:07 +0000] "GET /phpmyadmin2022/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:07 +0000] "GET /db/myadmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:07 +0000] "GET /db/phpMyAdmin-5/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:08 +0000] "GET /db/phpmyadmin4/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:08 +0000] "GET /mysql/mysqlmanager/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:08 +0000] "GET /2phpmyadmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:08 +0000] "GET /db/websql/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:08 +0000] "GET /phpMyAdmin5.1/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:09 +0000] "GET /db/db-admin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:09 +0000] "GET /phpMyAdmin_/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:09 +0000] "GET /MyAdmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:09 +0000] "GET /sql/phpmanager/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:10 +0000] "GET /mysql/dbadmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:10 +0000] "GET /mysql-admin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:10 +0000] "GET /phpmyadmin2/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:10 +0000] "GET /sql/phpmyadmin4/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:10 +0000] "GET /db/phpMyAdmin-3/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:11 +0000] "GET /admin/phpMyAdmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:11 +0000] "GET /php-myadmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:11 +0000] "GET /phpMyAdmin-5.1.2/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:11 +0000] "GET /phpmyadmin2021/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:11 +0000] "GET /phppma/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:12 +0000] "GET /phpMyAdmin-5.2.0/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:12 +0000] "GET /phpMyAdmin5.2/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:12 +0000] "GET /phpmyadmin1/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:12 +0000] "GET /phpMyAdmin2/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:12 +0000] "GET /php-my-admin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:13 +0000] "GET /phpmy/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:13 +0000] "GET /wp-content/plugins/portable-phpmyadmin/wp-pma-mod/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:13 +0000] "GET /mysqladmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:13 +0000] "GET /phpmyadmin2019/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:13 +0000] "GET /phpMyAdmin-5/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:14 +0000] "GET /admin/sysadmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:14 +0000] "GET /sql/phpMyAdmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:14 +0000] "GET /phpMyAdmin1/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:14 +0000] "GET /sql/sqlweb/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:15 +0000] "GET /__phpmyadmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:15 +0000] "GET /phpmyAdmin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:15 +0000] "GET /wpma5.2/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:15 +0000] "GET /sql/phpmy-admin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:15 +0000] "GET /db/phpmyadmin3/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:16 +0000] "GET /admin/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
212.253.79.136 - - [21/Oct/2023:03:53:16 +0000] "GET /pma/index.php?lang=en HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
